0.14747,51.55136,"O","[10941]"
-0.23086,51.58564,"N, perhaps inactive","[10944]"
-0.21881,51.55961,"S","[10945]"
-0.21697,51.59528,"SO","[10946]"
-0.21183,51.59147,"S","[10947]"
-0.21172,51.59100,"N","[10948]"
-0.20656,51.56700,"S","[10949]"
-0.20650,51.56653,"N","[10950]"
-0.20369,51.56178,"S","[10951]"
-0.19606,51.55833,"S","[10953]"
-0.14775,51.57792,"S","[10954]"
-0.14433,51.57647,"N","[10955]"
-0.13631,51.61094,"O","[10956]"
-0.12311,51.55350,"S","[10957]"
-0.11969,51.55806,"S","[10958]"
-0.17611,51.53783,"db","[10959-]"
-0.11689,51.55603,"N","[10960]"
-0.11531,51.56008,"N","[10961]"
-0.09253,51.56406,"S","[10962]"
